unique_id,ds,y,method,anomaly_score,is_anomaly
air_passengers,1949-01-01,112,seasonal_diff_zscore,,False
air_passengers,1949-02-01,118,seasonal_diff_zscore,,False
air_passengers,1949-03-01,132,seasonal_diff_zscore,,False
air_passengers,1949-04-01,129,seasonal_diff_zscore,,False
air_passengers,1949-05-01,121,seasonal_diff_zscore,,False
air_passengers,1949-06-01,135,seasonal_diff_zscore,,False
air_passengers,1949-07-01,148,seasonal_diff_zscore,,False
air_passengers,1949-08-01,148,seasonal_diff_zscore,,False
air_passengers,1949-09-01,136,seasonal_diff_zscore,,False
air_passengers,1949-10-01,119,seasonal_diff_zscore,,False
air_passengers,1949-11-01,104,seasonal_diff_zscore,,False
air_passengers,1949-12-01,118,seasonal_diff_zscore,,False
air_passengers,1950-01-01,115,seasonal_diff_zscore,1.6297489197891761,False
air_passengers,1950-02-01,126,seasonal_diff_zscore,1.3465382070296037,False
air_passengers,1950-03-01,141,seasonal_diff_zscore,1.2898960644776893,False
air_passengers,1950-04-01,135,seasonal_diff_zscore,1.4598224921334326,False
air_passengers,1950-05-01,125,seasonal_diff_zscore,1.5731067772372618,False
air_passengers,1950-06-01,149,seasonal_diff_zscore,1.0066853517181167,False
air_passengers,1950-07-01,170,seasonal_diff_zscore,0.5535482113028007,False
air_passengers,1950-08-01,170,seasonal_diff_zscore,0.5535482113028007,False
air_passengers,1950-09-01,158,seasonal_diff_zscore,0.5535482113028007,False
air_passengers,1950-10-01,133,seasonal_diff_zscore,1.0066853517181167,False
air_passengers,1950-11-01,114,seasonal_diff_zscore,1.2332539219257748,False
air_passengers,1950-12-01,140,seasonal_diff_zscore,0.5535482113028007,False
air_passengers,1951-01-01,145,seasonal_diff_zscore,0.10041107088748483,False
air_passengers,1951-02-01,150,seasonal_diff_zscore,0.4402639261989718,False
air_passengers,1951-03-01,178,seasonal_diff_zscore,0.2960839269759166,False
air_passengers,1951-04-01,163,seasonal_diff_zscore,0.2136953559913138,False
air_passengers,1951-05-01,172,seasonal_diff_zscore,0.8625053524950616,False
air_passengers,1951-06-01,178,seasonal_diff_zscore,0.15705321343939932,False
air_passengers,1951-07-01,199,seasonal_diff_zscore,0.15705321343939932,False
air_passengers,1951-08-01,199,seasonal_diff_zscore,0.15705321343939932,False
air_passengers,1951-09-01,184,seasonal_diff_zscore,0.3269796410951428,False
air_passengers,1951-10-01,162,seasonal_diff_zscore,0.15705321343939932,False
air_passengers,1951-11-01,146,seasonal_diff_zscore,0.012873214216344167,False
air_passengers,1951-12-01,166,seasonal_diff_zscore,0.3269796410951428,False
air_passengers,1952-01-01,171,seasonal_diff_zscore,0.3269796410951428,False
air_passengers,1952-02-01,180,seasonal_diff_zscore,0.10041107088748483,False
air_passengers,1952-03-01,193,seasonal_diff_zscore,0.9500432091662022,False
air_passengers,1952-04-01,181,seasonal_diff_zscore,0.7801167815104588,False
air_passengers,1952-05-01,183,seasonal_diff_zscore,1.1766117793738602,False
air_passengers,1952-06-01,218,seasonal_diff_zscore,0.46601035463166013,False
air_passengers,1952-07-01,230,seasonal_diff_zscore,0.04376892833557033,False
air_passengers,1952-08-01,242,seasonal_diff_zscore,0.6359367822874036,False
air_passengers,1952-09-01,209,seasonal_diff_zscore,0.3836217836470573,False
air_passengers,1952-10-01,191,seasonal_diff_zscore,0.15705321343939932,False
air_passengers,1952-11-01,172,seasonal_diff_zscore,0.3269796410951428,False
air_passengers,1952-12-01,194,seasonal_diff_zscore,0.2136953559913138,False
air_passengers,1953-01-01,196,seasonal_diff_zscore,0.3836217836470573,False
air_passengers,1953-02-01,196,seasonal_diff_zscore,0.8934010666142878,False
air_passengers,1953-03-01,236,seasonal_diff_zscore,0.6359367822874036,False
air_passengers,1953-04-01,235,seasonal_diff_zscore,1.259000350358463,False
air_passengers,1953-05-01,229,seasonal_diff_zscore,0.8058632099431471,False
air_passengers,1953-06-01,243,seasonal_diff_zscore,0.3836217836470573,False
air_passengers,1953-07-01,264,seasonal_diff_zscore,0.12615749932017314,False
air_passengers,1953-08-01,272,seasonal_diff_zscore,0.10041107088748483,False
air_passengers,1953-09-01,237,seasonal_diff_zscore,0.2136953559913138,False
air_passengers,1953-10-01,211,seasonal_diff_zscore,0.6668324964066298,False
air_passengers,1953-11-01,180,seasonal_diff_zscore,1.3465382070296037,False
air_passengers,1953-12-01,201,seasonal_diff_zscore,1.4031803495815183,False
air_passengers,1954-01-01,204,seasonal_diff_zscore,1.3465382070296037,False
air_passengers,1954-02-01,188,seasonal_diff_zscore,2.252812487860236,False
air_passengers,1954-03-01,235,seasonal_diff_zscore,1.8563174899968342,False
air_passengers,1954-04-01,227,seasonal_diff_zscore,2.252812487860236,False
air_passengers,1954-05-01,234,seasonal_diff_zscore,1.5164646346853472,False
air_passengers,1954-06-01,264,seasonal_diff_zscore,0.6101903538547153,False
air_passengers,1954-07-01,302,seasonal_diff_zscore,0.35272606952783114,False
air_passengers,1954-08-01,293,seasonal_diff_zscore,0.6101903538547153,False
air_passengers,1954-09-01,259,seasonal_diff_zscore,0.5535482113028007,False
air_passengers,1954-10-01,229,seasonal_diff_zscore,0.7801167815104588,False
air_passengers,1954-11-01,203,seasonal_diff_zscore,0.4969060687508863,False
air_passengers,1954-12-01,229,seasonal_diff_zscore,0.2136953559913138,False
air_passengers,1955-01-01,242,seasonal_diff_zscore,0.35272606952783114,False
air_passengers,1955-02-01,233,seasonal_diff_zscore,0.7492210673912326,False
air_passengers,1955-03-01,267,seasonal_diff_zscore,0.012873214216344167,False
air_passengers,1955-04-01,269,seasonal_diff_zscore,0.5792946397354891,False
air_passengers,1955-05-01,270,seasonal_diff_zscore,0.23944178442400216,False
air_passengers,1955-06-01,315,seasonal_diff_zscore,1.0890739227027195,False
air_passengers,1955-07-01,364,seasonal_diff_zscore,1.712137490773779,False
air_passengers,1955-08-01,347,seasonal_diff_zscore,1.259000350358463,False
air_passengers,1955-09-01,312,seasonal_diff_zscore,1.2023582078065487,False
air_passengers,1955-10-01,274,seasonal_diff_zscore,0.7492210673912326,False
air_passengers,1955-11-01,237,seasonal_diff_zscore,0.12615749932017314,False
air_passengers,1955-12-01,278,seasonal_diff_zscore,0.9757896375988906,False
air_passengers,1956-01-01,284,seasonal_diff_zscore,0.5792946397354891,False
air_passengers,1956-02-01,277,seasonal_diff_zscore,0.6925789248393182,False
air_passengers,1956-03-01,317,seasonal_diff_zscore,1.0324317801508052,False
air_passengers,1956-04-01,313,seasonal_diff_zscore,0.6925789248393182,False
air_passengers,1956-05-01,318,seasonal_diff_zscore,0.9191474950469761,False
air_passengers,1956-06-01,374,seasonal_diff_zscore,1.5422110631180355,False
air_passengers,1956-07-01,413,seasonal_diff_zscore,0.9757896375988906,False
air_passengers,1956-08-01,405,seasonal_diff_zscore,1.485568920566121,False
air_passengers,1956-09-01,355,seasonal_diff_zscore,0.6359367822874036,False
air_passengers,1956-10-01,306,seasonal_diff_zscore,0.012873214216344167,False
air_passengers,1956-11-01,271,seasonal_diff_zscore,0.12615749932017314,False
air_passengers,1956-12-01,306,seasonal_diff_zscore,0.2136953559913138,False
air_passengers,1957-01-01,315,seasonal_diff_zscore,0.04376892833557033,False
air_passengers,1957-02-01,301,seasonal_diff_zscore,0.4402639261989718,False
air_passengers,1957-03-01,356,seasonal_diff_zscore,0.4093682120797456,False
air_passengers,1957-04-01,348,seasonal_diff_zscore,0.18279964187208766,False
air_passengers,1957-05-01,355,seasonal_diff_zscore,0.2960839269759166,False
air_passengers,1957-06-01,422,seasonal_diff_zscore,0.9191474950469761,False
air_passengers,1957-07-01,465,seasonal_diff_zscore,1.145716065254634,False
air_passengers,1957-08-01,467,seasonal_diff_zscore,1.712137490773779,False
air_passengers,1957-09-01,404,seasonal_diff_zscore,0.9757896375988906,False
air_passengers,1957-10-01,347,seasonal_diff_zscore,0.5226524971835746,False
air_passengers,1957-11-01,305,seasonal_diff_zscore,0.12615749932017314,False
air_passengers,1957-12-01,336,seasonal_diff_zscore,0.10041107088748483,False
air_passengers,1958-01-01,340,seasonal_diff_zscore,0.3836217836470573,False
air_passengers,1958-02-01,318,seasonal_diff_zscore,0.8367589240623733,False
air_passengers,1958-03-01,362,seasonal_diff_zscore,1.4598224921334326,False
air_passengers,1958-04-01,348,seasonal_diff_zscore,1.7996753474449196,False
air_passengers,1958-05-01,363,seasonal_diff_zscore,1.3465382070296037,False
air_passengers,1958-06-01,435,seasonal_diff_zscore,1.0633274942700313,False
air_passengers,1958-07-01,491,seasonal_diff_zscore,0.3269796410951428,False
air_passengers,1958-08-01,505,seasonal_diff_zscore,0.35272606952783114,False
air_passengers,1958-09-01,404,seasonal_diff_zscore,1.7996753474449196,False
air_passengers,1958-10-01,359,seasonal_diff_zscore,1.1199696368219458,False
